index,aria-level,title,id,href,parent,l0_id,l1_id,l2_id,l3_id,l4_id,l5_id,l6_id,l7_id,l8_id,l0_title,l1_title,l2_title,l3_title,l4_title,l5_title,l6_title,l7_title,l8_title
12930,4,Install the Knowledge Flow for Service Intelligence,service_intelligence_install_knowledge_flow_leaf,/s/articleView?id=sf.service_intelligence_install_knowledge_flow.htm&language=en_US&type=5,service_intelligence_setup_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_setup_leaf,service_intelligence_install_knowledge_flow_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Setup,Install the Knowledge Flow for Service Intelligence,,,,
12931,4,Install Service Intelligence,service_intelligence_enable_leaf,/s/articleView?id=sf.service_intelligence_enable.htm&language=en_US&type=5,service_intelligence_setup_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_setup_leaf,service_intelligence_enable_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Setup,Install Service Intelligence,,,,
12932,4,"Monitor, Update, and Delete Service Intelligence Apps",service_intelligence_manage_apps_leaf,/s/articleView?id=sf.service_intelligence_manage_apps.htm&language=en_US&type=5,service_intelligence_setup_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_setup_leaf,service_intelligence_manage_apps_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Setup,"Monitor, Update, and Delete Service Intelligence Apps",,,,
12933,4,Delete Service Intelligence Apps,service_intelligence_delete_apps_leaf,/s/articleView?id=sf.service_intelligence_delete_apps.htm&language=en_US&type=5,service_intelligence_setup_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_setup_leaf,service_intelligence_delete_apps_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Setup,Delete Service Intelligence Apps,,,,
12951,3,Service Intelligence Data Refresh,service_intelligence_data_refresh_leaf,/s/articleView?id=sf.service_intelligence_data_refresh.htm&language=en_US&type=5,service_intelligence_intro_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_data_refresh_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Data Refresh,,,,,
12952,3,Service Intelligence Insight Components,service_intelligence_insights_leaf,/s/articleView?id=sf.service_intelligence_insights.htm&language=en_US&type=5,service_intelligence_intro_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_insights_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Insight Components,,,,,
12953,4,Enable the Propensity to Escalate Insight Component,service_intelligence_insights_setup_leaf,/s/articleView?id=sf.service_intelligence_insights_setup.htm&language=en_US&type=5,service_intelligence_insights_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_insights_leaf,service_intelligence_insights_setup_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Insight Components,Enable the Propensity to Escalate Insight Component,,,,
12954,4,Use the Propensity to Escalate Insight Component,service_intelligence_insights_predict_escalate_leaf,/s/articleView?id=sf.service_intelligence_insights_predict_escalate.htm&language=en_US&type=5,service_intelligence_insights_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_insights_leaf,service_intelligence_insights_predict_escalate_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Insight Components,Use the Propensity to Escalate Insight Component,,,,
12955,4,Use the Customer Effort Score Insight Component,service_intelligence_insights_customer_effort_leaf,/s/articleView?id=sf.service_intelligence_insights_customer_effort.htm&language=en_US&type=5,service_intelligence_insights_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_insights_leaf,service_intelligence_insights_customer_effort_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Insight Components,Use the Customer Effort Score Insight Component,,,,
12956,4,Use the Time to Resolve Insight Component,service_intelligence_insights_time_resolve_leaf,/s/articleView?id=sf.service_intelligence_insights_time_resolve.htm&language=en_US&type=5,service_intelligence_insights_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_insights_leaf,service_intelligence_insights_time_resolve_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Insight Components,Use the Time to Resolve Insight Component,,,,
12961,3,Service Intelligence Dashboards,service_intelligence_dashboards_leaf,/s/articleView?id=sf.service_intelligence_dashboards.htm&language=en_US&type=5,service_intelligence_intro_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,,,,,
12962,4,Service Intelligence Cases Dashboard,service_intelligence_dashboards_cases_leaf,/s/articleView?id=sf.service_intelligence_dashboards_cases.htm&language=en_US&type=5,service_intelligence_dashboards_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,service_intelligence_dashboards_cases_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,Service Intelligence Cases Dashboard,,,,
12963,4,Service Intelligence Einstein Case Management Dashboard (Beta),service_intelligence_dashboards_cases_einstein_leaf,/s/articleView?id=sf.service_intelligence_dashboards_cases_einstein.htm&language=en_US&type=5,service_intelligence_dashboards_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,service_intelligence_dashboards_cases_einstein_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,Service Intelligence Einstein Case Management Dashboard (Beta),,,,
12964,4,Service Intelligence Omni-Channel Dashboard,service_intelligence_dashboards_omni_leaf,/s/articleView?id=sf.service_intelligence_dashboards_omni.htm&language=en_US&type=5,service_intelligence_dashboards_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,service_intelligence_dashboards_omni_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,Service Intelligence Omni-Channel Dashboard,,,,
12965,4,Service Intelligence Einstein Conversation Mining Dashboard,service_intelligence_dashboards_mining_leaf,/s/articleView?id=sf.service_intelligence_dashboards_mining.htm&language=en_US&type=5,service_intelligence_dashboards_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,service_intelligence_dashboards_mining_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,Service Intelligence Einstein Conversation Mining Dashboard,,,,
12966,4,Service Intelligence Agent Performance Dashboard,service_intelligence_dashboards_agent_performance_leaf,/s/articleView?id=sf.service_intelligence_dashboards_agent_performance.htm&language=en_US&type=5,service_intelligence_dashboards_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,service_intelligence_dashboards_agent_performance_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,Service Intelligence Agent Performance Dashboard,,,,
12967,4,Service Intelligence My Performance Dashboard for Agents,service_intelligence_dashboards_agents_leaf,/s/articleView?id=sf.service_intelligence_dashboards_agents.htm&language=en_US&type=5,service_intelligence_dashboards_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,service_intelligence_dashboards_agents_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,Service Intelligence My Performance Dashboard for Agents,,,,
12968,4,Service Intelligence Knowledge Articles Dashboard,service_intelligence_dashboards_knowledge_leaf,/s/articleView?id=sf.service_intelligence_dashboards_knowledge.htm&language=en_US&type=5,service_intelligence_dashboards_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_dashboards_leaf,service_intelligence_dashboards_knowledge_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Service Intelligence Dashboards,Service Intelligence Knowledge Articles Dashboard,,,,
12976,3,Explore Service Intelligence Data in Tableau,service_intelligence_tableau_leaf,/s/articleView?id=sf.service_intelligence_tableau.htm&language=en_US&type=5,service_intelligence_intro_leaf,service_cloud_leaf,support_metrics_leaf,service_intelligence_intro_leaf,service_intelligence_tableau_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Service Intelligence,Explore Service Intelligence Data in Tableau,,,,,
13039,2,Omni Supervisor,support_omni_pointer_leaf,/s/articleView?id=sf.support_omni_pointer.htm&language=en_US&type=5,support_metrics_leaf,service_cloud_leaf,support_metrics_leaf,support_omni_pointer_leaf,,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Omni Supervisor,,,,,,
13040,2,Conversation Data,conversation_transcript_access_leaf,/s/articleView?id=sf.conversation_transcript_access.htm&language=en_US&type=5,support_metrics_leaf,service_cloud_leaf,support_metrics_leaf,conversation_transcript_access_leaf,,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Conversation Data,,,,,,
13041,3,Analyze Conversation Transcript Data in Data Cloud,conversation_transcript_analyze_leaf,/s/articleView?id=sf.conversation_transcript_analyze.htm&language=en_US&type=5,conversation_transcript_access_leaf,service_cloud_leaf,support_metrics_leaf,conversation_transcript_access_leaf,conversation_transcript_analyze_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Conversation Data,Analyze Conversation Transcript Data in Data Cloud,,,,,
13042,3,Export Conversation Transcripts,Conversation_transcript_export_1_leaf,/s/articleView?id=sf.Conversation_transcript_export_1.htm&language=en_US&type=5,conversation_transcript_access_leaf,service_cloud_leaf,support_metrics_leaf,conversation_transcript_access_leaf,Conversation_transcript_export_1_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Conversation Data,Export Conversation Transcripts,,,,,
13043,3,Block Sensitive Data in Messaging Sessions and Voice Call Transcripts,messaging_block_sensitive_data_leaf,/s/articleView?id=sf.messaging_block_sensitive_data.htm&language=en_US&type=5,conversation_transcript_access_leaf,service_cloud_leaf,support_metrics_leaf,conversation_transcript_access_leaf,messaging_block_sensitive_data_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Conversation Data,Block Sensitive Data in Messaging Sessions and Voice Call Transcripts,,,,,
13047,2,Shift Scheduling,shift_scheduling_intro_leaf,/s/articleView?id=sf.shift_scheduling_intro.htm&language=en_US&type=5,support_metrics_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,,,,,,
13048,3,Considerations,shift_scheduling_considerations_leaf,/s/articleView?id=sf.shift_scheduling_considerations.htm&language=en_US&type=5,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_considerations_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Considerations,,,,,
13049,3,Preparing for Shift Scheduling,workforce_engagement_configure_shift_scheduling_1_leaf,/s/articleView?id=sf.workforce_engagement_configure_shift_scheduling_1.htm&language=en_US&type=5,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_configure_shift_scheduling_1_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Preparing for Shift Scheduling,,,,,
13050,4,Create and Assign Skills,shift_scheduling_create_skills_leaf,/s/articleView?id=sf.shift_scheduling_create_skills.htm&language=en_US&type=5,workforce_engagement_configure_shift_scheduling_1_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_configure_shift_scheduling_1_leaf,shift_scheduling_create_skills_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Preparing for Shift Scheduling,Create and Assign Skills,,,,
13051,4,Create a Scheduling Rule,workforce_engagement_scheduling_rules_leaf,/s/articleView?id=sf.workforce_engagement_scheduling_rules.htm&language=en_US&type=5,workforce_engagement_configure_shift_scheduling_1_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_configure_shift_scheduling_1_leaf,workforce_engagement_scheduling_rules_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Preparing for Shift Scheduling,Create a Scheduling Rule,,,,
13052,4,Create a Scheduling Constraint,workforce_engagement_scheduling_constraint_leaf,/s/articleView?id=sf.workforce_engagement_scheduling_constraint.htm&language=en_US&type=5,workforce_engagement_configure_shift_scheduling_1_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_configure_shift_scheduling_1_leaf,workforce_engagement_scheduling_constraint_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Preparing for Shift Scheduling,Create a Scheduling Constraint,,,,
13053,4,Create a Scheduling Objective,workforce_engagement_scheduling_objectives_leaf,/s/articleView?id=sf.workforce_engagement_scheduling_objectives.htm&language=en_US&type=5,workforce_engagement_configure_shift_scheduling_1_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_configure_shift_scheduling_1_leaf,workforce_engagement_scheduling_objectives_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Preparing for Shift Scheduling,Create a Scheduling Objective,,,,
13058,3,Create Shifts,workforce_engagement_shifts_leaf,/s/articleView?id=sf.workforce_engagement_shifts.htm&language=en_US&type=5,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shifts_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Create Shifts,,,,,
13059,4,Create Shift Templates,workforce_engagement_create_shift_templates_leaf,/s/articleView?id=sf.workforce_engagement_create_shift_templates.htm&language=en_US&type=5,workforce_engagement_shifts_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shifts_leaf,workforce_engagement_create_shift_templates_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Create Shifts,Create Shift Templates,,,,
13060,4,Create Shifts from a Capacity Plan,workforce_engagement_create_shifts_from_plan_leaf,/s/articleView?id=sf.workforce_engagement_create_shifts_from_plan.htm&language=en_US&type=5,workforce_engagement_shifts_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shifts_leaf,workforce_engagement_create_shifts_from_plan_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Create Shifts,Create Shifts from a Capacity Plan,,,,
13061,4,Non-Standard Shifts,workforce_engagement_nonstandard_shifts_leaf,/s/articleView?id=sf.workforce_engagement_nonstandard_shifts.htm&language=en_US&type=5,workforce_engagement_shifts_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shifts_leaf,workforce_engagement_nonstandard_shifts_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Create Shifts,Non-Standard Shifts,,,,
13065,3,Shift Segments,workforce_engagement_shift_segments_leaf,/s/articleView?id=sf.workforce_engagement_shift_segments.htm&language=en_US&type=5,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shift_segments_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Segments,,,,,
13066,4,Preparing to Use Shift Segments,workforce_engagement_configure_shift_segments_leaf,/s/articleView?id=sf.workforce_engagement_configure_shift_segments.htm&language=en_US&type=5,workforce_engagement_shift_segments_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shift_segments_leaf,workforce_engagement_configure_shift_segments_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Segments,Preparing to Use Shift Segments,,,,
13067,5,Create a Shift Segment Type,workforce_engagement_create_shift_segment_type_leaf,/s/articleView?id=sf.workforce_engagement_create_shift_segment_type.htm&language=en_US&type=5,workforce_engagement_configure_shift_segments_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shift_segments_leaf,workforce_engagement_configure_shift_segments_leaf,workforce_engagement_create_shift_segment_type_leaf,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Segments,Preparing to Use Shift Segments,Create a Shift Segment Type,,,
13069,4,Create a Shift Segment,workforce_engagement_create_shift_segment_leaf,/s/articleView?id=sf.workforce_engagement_create_shift_segment.htm&language=en_US&type=5,workforce_engagement_shift_segments_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shift_segments_leaf,workforce_engagement_create_shift_segment_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Segments,Create a Shift Segment,,,,
13070,5,Update a Shift Segment,workforce_engagement_update_shift_segment_leaf,/s/articleView?id=sf.workforce_engagement_update_shift_segment.htm&language=en_US&type=5,workforce_engagement_create_shift_segment_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,workforce_engagement_shift_segments_leaf,workforce_engagement_create_shift_segment_leaf,workforce_engagement_update_shift_segment_leaf,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Segments,Create a Shift Segment,Update a Shift Segment,,,
13078,3,Shift Scheduling Tools,shift_scheduling_tools_leaf,/s/articleView?id=sf.shift_scheduling_tools.htm&language=en_US&type=5,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_tools_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Scheduling Tools,,,,,
13079,4,Mass Shift Update,workforce_engagement_mass_shift_update_leaf,/s/articleView?id=sf.workforce_engagement_mass_shift_update.htm&language=en_US&type=5,shift_scheduling_tools_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_tools_leaf,workforce_engagement_mass_shift_update_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Scheduling Tools,Mass Shift Update,,,,
13080,4,Batch Assign,workforce_engagement_batch_assignment_leaf,/s/articleView?id=sf.workforce_engagement_batch_assignment.htm&language=en_US&type=5,shift_scheduling_tools_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_tools_leaf,workforce_engagement_batch_assignment_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Scheduling Tools,Batch Assign,,,,
13081,4,Get Candidates,workforce_engagement_get_candidates_leaf,/s/articleView?id=sf.workforce_engagement_get_candidates.htm&language=en_US&type=5,shift_scheduling_tools_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_tools_leaf,workforce_engagement_get_candidates_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Scheduling Tools,Get Candidates,,,,
13082,4,Troubleshooting Shift Scheduling,workforce_engagement_troubleshoot_scheduling_leaf,/s/articleView?id=sf.workforce_engagement_troubleshoot_scheduling.htm&language=en_US&type=5,shift_scheduling_tools_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_tools_leaf,workforce_engagement_troubleshoot_scheduling_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Shift Scheduling Tools,Troubleshooting Shift Scheduling,,,,
13087,3,Managing and Viewing Shift Schedules,shifts_view_parent_shifts_view_parent_leaf,/s/articleView?id=sf.shifts_view_parent.htm&language=en_US&type=5#shifts_view_parent,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shifts_view_parent_shifts_view_parent_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Managing and Viewing Shift Schedules,,,,,
13088,3,Service Resource Preferences,shift_scheduling_about_service_resource_preferences_leaf,/s/articleView?id=sf.shift_scheduling_about_service_resource_preferences.htm&language=en_US&type=5,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_service_resource_preferences_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Service Resource Preferences,,,,,
13089,4,Preparing to Use Service Resource Preferences,workforce_engagement_configure_service_resource_preferences_1_leaf,/s/articleView?id=sf.workforce_engagement_configure_service_resource_preferences_1.htm&language=en_US&type=5,shift_scheduling_about_service_resource_preferences_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_service_resource_preferences_leaf,workforce_engagement_configure_service_resource_preferences_1_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Service Resource Preferences,Preparing to Use Service Resource Preferences,,,,
13090,4,Set a Work Preference,workforce_engagement_submit_service_resource_preference_leaf,/s/articleView?id=sf.workforce_engagement_submit_service_resource_preference.htm&language=en_US&type=5,shift_scheduling_about_service_resource_preferences_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_service_resource_preferences_leaf,workforce_engagement_submit_service_resource_preference_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Service Resource Preferences,Set a Work Preference,,,,
13093,3,Time Sheets and Time-Off Requests,shift_scheduling_about_time_sheets_leaf,/s/articleView?id=sf.shift_scheduling_about_time_sheets.htm&language=en_US&type=5,shift_scheduling_intro_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_time_sheets_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Time Sheets and Time-Off Requests,,,,,
13094,4,Preparing for Time Sheets and Resource Absences,workforce_engagement_time_sheets_and_absences_1_leaf,/s/articleView?id=sf.workforce_engagement_time_sheets_and_absences_1.htm&language=en_US&type=5,shift_scheduling_about_time_sheets_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_time_sheets_leaf,workforce_engagement_time_sheets_and_absences_1_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Time Sheets and Time-Off Requests,Preparing for Time Sheets and Resource Absences,,,,
13095,4,Approve Time Sheets and Time-Off Requests,workforce_engagement_approve_time_sheets_and_absences_leaf,/s/articleView?id=sf.workforce_engagement_approve_time_sheets_and_absences.htm&language=en_US&type=5,shift_scheduling_about_time_sheets_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_time_sheets_leaf,workforce_engagement_approve_time_sheets_and_absences_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Time Sheets and Time-Off Requests,Approve Time Sheets and Time-Off Requests,,,,
13096,4,Submit Your Time Sheet,workforce_engagement_submit_time_sheet_leaf,/s/articleView?id=sf.workforce_engagement_submit_time_sheet.htm&language=en_US&type=5,shift_scheduling_about_time_sheets_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_time_sheets_leaf,workforce_engagement_submit_time_sheet_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Time Sheets and Time-Off Requests,Submit Your Time Sheet,,,,
13097,4,Submit Time Off with Resource Absences,workforce_engagement_request_time_off_leaf,/s/articleView?id=sf.workforce_engagement_request_time_off.htm&language=en_US&type=5,shift_scheduling_about_time_sheets_leaf,service_cloud_leaf,support_metrics_leaf,shift_scheduling_intro_leaf,shift_scheduling_about_time_sheets_leaf,workforce_engagement_request_time_off_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Shift Scheduling,Time Sheets and Time-Off Requests,Submit Time Off with Resource Absences,,,,
13156,2,Employee Service for Enhanced Support Experience,es_employee_service_for_enhanced_employee_support_experience_leaf,/s/articleView?id=sf.es_employee_service_for_enhanced_employee_support_experience.htm&language=en_US&type=5,support_metrics_leaf,service_cloud_leaf,support_metrics_leaf,es_employee_service_for_enhanced_employee_support_experience_leaf,,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Employee Service for Enhanced Support Experience,,,,,,
13157,3,Employee Service Setup,es_employee_service_setup_leaf,/s/articleView?id=sf.es_employee_service_setup.htm&language=en_US&type=5,es_employee_service_for_enhanced_employee_support_experience_leaf,service_cloud_leaf,support_metrics_leaf,es_employee_service_for_enhanced_employee_support_experience_leaf,es_employee_service_setup_leaf,,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Employee Service for Enhanced Support Experience,Employee Service Setup,,,,,
13158,4,Employee Service Data Model,es_employee_service_datamodel_leaf,/s/articleView?id=sf.es_employee_service_datamodel.htm&language=en_US&type=5,es_employee_service_setup_leaf,service_cloud_leaf,support_metrics_leaf,es_employee_service_for_enhanced_employee_support_experience_leaf,es_employee_service_setup_leaf,es_employee_service_datamodel_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Employee Service for Enhanced Support Experience,Employee Service Setup,Employee Service Data Model,,,,
13159,4,Employee Service Integration with External Systems,es_employee_service_integration_with_external_systems_leaf,/s/articleView?id=sf.es_employee_service_integration_with_external_systems.htm&language=en_US&type=5,es_employee_service_setup_leaf,service_cloud_leaf,support_metrics_leaf,es_employee_service_for_enhanced_employee_support_experience_leaf,es_employee_service_setup_leaf,es_employee_service_integration_with_external_systems_leaf,,,,,Service Cloud,Track Service Metrics and Manage Your Team,Employee Service for Enhanced Support Experience,Employee Service Setup,Employee Service Integration with External Systems,,,,
13160,5,Salesforce-Workday Integration,es_salesforce_workday_integration_leaf,/s/articleView?id=sf.es_salesforce_workday_integration.htm&language=en_US&type=5,es_employee_service_integration_with_external_systems_leaf,service_cloud_leaf,support_metrics_leaf,es_employee_service_for_enhanced_employee_support_experience_leaf,es_employee_service_setup_leaf,es_employee_service_integration_with_external_systems_leaf,es_salesforce_workday_integration_leaf,,,,Service Cloud,Track Service Metrics and Manage Your Team,Employee Service for Enhanced Support Experience,Employee Service Setup,Employee Service Integration with External Systems,Salesforce-Workday Integration,,,
13161,6,Enable Integration with Workday,es_enable_workday_integration_leaf,/s/articleView?id=sf.es_enable_workday_integration.htm&language=en_US&type=5,es_salesforce_workday_integration_leaf,service_cloud_leaf,support_metrics_leaf,es_employee_service_for_enhanced_employee_support_experience_leaf,es_employee_service_setup_leaf,es_employee_service_integration_with_external_systems_leaf,es_salesforce_workday_integration_leaf,es_enable_workday_integration_leaf,,,Service Cloud,Track Service Metrics and Manage Your Team,Employee Service for Enhanced Support Experience,Employee Service Setup,Employee Service Integration with External Systems,Salesforce-Workday Integration,Enable Integration with Workday,,
13162,6,View Employee Records Imported from Workday,es_view_imported_employee_records_leaf,/s/articleView?id=sf.es_view_imported_employee_records.htm&language=en_US&type=5,es_salesforce_workday_integration_leaf,service_cloud_leaf,support_metrics_leaf,es_employee_service_for_enhanced_employee_support_experience_leaf,es_employee_service_setup_leaf,es_employee_service_integration_with_external_systems_leaf,es_salesforce_workday_integration_leaf,es_view_imported_employee_records_leaf,,,Service Cloud,Track Service Metrics and Manage Your Team,Employee Service for Enhanced Support Experience,Employee Service Setup,Employee Service Integration with External Systems,Salesforce-Workday Integration,View Employee Records Imported from Workday,,
